DateTime,Diff,Inc Vol
2019-10-21,44,916752
2019-10-22,-66,1558384
2019-10-23,-17,1314878
2019-10-24,-98,931516
2019-10-25,-28,270815
2019-10-27,3,407449
2019-10-28,-26,527699
2019-10-29,-38,971906
2019-10-30,-13,646250
2019-10-31,16,941460
2019-11-01,-31,1263223
2019-11-03,12,200904
2019-11-04,-78,778354
2019-11-05,19,713986
2019-11-06,7,599038
2019-11-07,5,1013338
2019-11-08,-23,276710
2019-11-10,-25,112779
2019-11-11,9,434029
2019-11-12,-82,580983
2019-11-13,12,815474
2019-11-14,-81,931821
2019-11-15,-51,582014
2019-11-17,-27,287612
2019-11-18,-5,912241
2019-11-19,-14,935725
2019-11-20,-17,843415
2019-11-21,4,780878
2019-11-22,-35,685859
2019-11-24,-4,221528
2019-11-25,-26,648373
2019-11-26,-58,692525
2019-11-27,-37,949019
2019-11-28,-40,286500
2019-11-29,-53,829406
2019-12-01,-6,32074
2019-12-02,-102,817734
2019-12-03,-26,1154575
2019-12-04,-86,1348919
2019-12-05,28,1514243
2019-12-06,27,873239
2019-12-08,-11,304306
2019-12-09,-35,1464224
2019-12-10,-88,1510720
2019-12-11,20,1036297
2019-12-12,-44,1053250
2019-12-13,-17,1257664
2019-12-15,15,59316
2019-12-16,-62,992956
2019-12-17,-3,950022
2019-12-18,46,831197
2019-12-19,3,876802
2019-12-20,3,576951
2019-12-22,-38,722383
2019-12-23,12,949693
2019-12-24,9,300950
2019-12-25,-54,159077
2019-12-26,-81,776028
2019-12-27,38,506430
2019-12-29,13,433150
2019-12-30,-42,979243
2019-12-31,-40,1167481
2020-01-01,8,313622
2020-01-02,-136,2482941
2020-01-03,-110,2265213
2020-01-05,-17,88122
2020-01-06,-56,2869157
2020-01-07,-81,3408653
2020-01-08,101,3912701
2020-01-09,101,2644425
2020-01-10,-12,1931292
2020-01-12,-22,794196
2020-01-13,-70,2024310
2020-01-14,-101,2682320
2020-01-15,-134,3138268
2020-01-16,12,2870559
2020-01-17,-72,2138003
2020-01-19,-98,177086
2020-01-20,-397,3735497
2020-01-21,109,3195402
2020-01-22,-120,2431944
2020-01-23,-7,2223756
2020-01-24,-186,1392511
2020-01-26,113,331094
2020-01-27,162,1810292
2020-01-28,-153,2394058
2020-01-29,144,2496932
2020-01-30,15,2016049
2020-01-31,-140,1022303
2020-02-02,10,636740
2020-02-03,-217,1352270
2020-02-04,354,1012841
2020-02-05,-137,1436079
2020-02-06,-25,1227268
2020-02-07,-63,982193
2020-02-09,-37,342201
2020-02-10,48,1401552
2020-02-11,6,1580217
2020-02-12,-129,1105495
2020-02-13,-4,1525925
2020-02-14,-98,1017687
2020-02-16,-105,600343
2020-02-17,-28,933460
2020-02-18,-4,1708386
2020-02-19,224,1006264
2020-02-20,-134,1302402
2020-02-21,9,795251
2020-02-23,42,25562
2020-02-24,-95,1088941
2020-02-25,-48,934883
2020-02-26,-43,983819
2020-02-27,9,1270579
2020-02-28,-100,812790
2020-03-01,-47,597825
2020-03-02,-24,1172755
2020-03-03,10,860924
2020-03-04,-19,810101
2020-03-05,-66,734599
2020-03-06,-20,502002
2020-03-08,-60,312137
2020-03-09,-86,844395
2020-03-10,-72,1152511
2020-03-11,-56,1500922
2020-03-12,-68,1108401
2020-03-13,56,1136781
2020-03-15,-37,407811
2020-03-16,-93,1066541
2020-03-17,0,906855
2020-03-18,-32,1036962
2020-03-19,-63,471177
2020-03-20,51,851870
2020-03-22,-21,74294
2020-03-23,37,1383246
2020-03-24,-43,1332961
2020-03-25,1,1428392
2020-03-26,35,1340759
2020-03-27,81,840682
2020-03-29,38,816201
2020-03-30,-85,1408342
2020-03-31,83,1627440
2020-04-01,-15,1031841
2020-04-02,-95,1394141
2020-04-03,-59,828519
2020-04-05,-12,595646
2020-04-06,-91,2119714
2020-04-07,22,1451201
2020-04-08,-36,1289692
2020-04-09,-2,710048
2020-04-12,4,30406
2020-04-13,-9,716193
2020-04-14,-52,1225255
2020-04-15,20,923559
2020-04-16,-102,1290939
2020-04-17,-31,669706
2020-04-19,49,436051
2020-04-20,-49,863507
2020-04-21,26,977728
2020-04-22,-16,1415935
2020-04-23,41,1057322
2020-04-24,13,485394
2020-04-26,39,28051
2020-04-27,-6,798484
2020-04-28,-47,744384
2020-04-29,-51,808265
2020-04-30,-21,1004849
2020-05-01,23,485033
2020-05-03,5,356366
2020-05-04,-75,892704
2020-05-05,-21,922249
2020-05-06,32,669053
2020-05-07,-18,913308
2020-05-08,-143,509210
2020-05-10,30,408072
2020-05-11,-45,1008741
2020-05-12,-28,736251
2020-05-13,-18,920648
2020-05-14,-42,584483
2020-05-15,-70,603306
2020-05-17,40,109280
2020-05-18,-35,779041
2020-05-19,-47,1334765
2020-05-20,43,1384467
2020-05-21,55,658281
2020-05-22,22,530731
2020-05-24,-6,45043
2020-05-25,24,614828
2020-05-26,-40,522595
2020-05-27,8,616814
2020-05-28,27,847153
2020-05-29,7,587394
2020-05-31,-56,193987
2020-06-01,-45,843268
2020-06-02,-12,468849
2020-06-03,-11,640789
2020-06-04,-2,478527
2020-06-05,-19,617058
2020-06-07,1,192931
2020-06-08,-7,1020816
2020-06-09,32,862646
2020-06-10,9,674615
2020-06-11,-37,653317
2020-06-12,-15,621969
2020-06-14,5,29736
2020-06-15,-57,844928
2020-06-16,93,1084661
2020-06-17,24,1069626
2020-06-18,-70,1747976
2020-06-19,59,394051
2020-06-21,4,177441
2020-06-22,-56,994683
2020-06-23,-5,900446
2020-06-24,-51,908468
2020-06-25,2,922045
2020-06-26,-13,369501
2020-06-28,11,282252
2020-06-29,15,767419
2020-06-30,-2,569797
2020-07-01,-71,1053290
2020-07-02,-111,1404050
2020-07-03,-53,779009
2020-07-05,17,38029
2020-07-06,13,985969
2020-07-07,-11,1178554
2020-07-08,36,1030309
2020-07-09,-10,832878
2020-07-10,38,547222
2020-07-12,-48,452357
2020-07-13,37,720071
2020-07-14,-5,848047
2020-07-15,22,684054
2020-07-16,28,769801
2020-07-17,-63,449907
2020-07-19,15,279352
2020-07-20,-60,712870
2020-07-21,-7,588095
2020-07-22,-63,634957
2020-07-23,-66,628175
2020-07-24,-24,983352
2020-07-26,36,297415
2020-07-27,36,869022
2020-07-28,8,884445
2020-07-29,-37,870695
2020-07-30,-79,862427
2020-07-31,51,664071
2020-08-02,-11,29103
2020-08-03,-63,976124
2020-08-04,-128,1372959
2020-08-05,-40,1719768
2020-08-06,-7,1344039
2020-08-07,54,835324
2020-08-09,47,389890
2020-08-10,31,1179851
2020-08-11,10,1458002
2020-08-12,46,1070662
2020-08-13,10,1042774
2020-08-14,155,2213828
2020-08-16,-46,83250
2020-08-17,82,1472704
2020-08-18,-38,920297
2020-08-19,-14,877833
2020-08-20,76,939953
2020-08-21,15,561274
2020-08-23,24,226116
2020-08-24,17,685329
2020-08-25,-31,739368
2020-08-26,38,782769
2020-08-27,42,684566
2020-08-28,62,619691
2020-08-30,-3,51162
2020-08-31,1,637432
2020-09-01,4,355406
2020-09-02,84,755634
2020-09-03,-23,1307520
2020-09-04,-150,523429
2020-09-06,25,228741
2020-09-07,13,469277
2020-09-08,-44,640264
2020-09-09,23,650557
2020-09-10,-56,642501
2020-09-11,-67,322947
2020-09-13,-10,282724
2020-09-14,-15,705579
2020-09-15,5,891262
2020-09-16,-19,658484
2020-09-17,33,180521
