DateTime,Diff,Inc Vol
2019-09-16,-75.0,163996
2019-09-17,-57.5,218736
2019-09-18,387.5,267348
2019-09-19,112.5,210878
2019-09-20,-25.0,277547
2019-09-22,-57.5,11958
2019-09-23,-142.5,157521
2019-09-24,-12.5,277778
2019-09-25,-482.5,285278
2019-09-26,22.5,234302
2019-09-27,-47.5,170509
2019-09-29,-80.0,15683
2019-09-30,120.0,157343
2019-10-01,30.0,166235
2019-10-02,10.0,217004
2019-10-03,-195.0,179757
2019-10-04,-115.0,199255
2019-10-06,2.5,79002
2019-10-07,-227.5,274264
2019-10-08,50.0,198491
2019-10-09,27.5,278356
2019-10-10,-77.5,90804
2019-10-11,17.5,142543
2019-10-13,-200.0,154887
2019-10-14,145.0,223342
2019-10-15,-75.0,162051
2019-10-16,80.0,181677
2019-10-17,177.5,147177
2019-10-18,90.0,127812
2019-10-20,-7.5,7067
2019-10-21,-155.0,167386
2019-10-22,7.5,145869
2019-10-23,-117.5,153867
2019-10-24,237.5,310912
2019-10-25,15.0,212837
2019-10-27,-10.0,9796
2019-10-28,247.5,253298
2019-10-29,-45.0,188111
2019-10-30,-37.5,199572
2019-10-31,-152.5,229954
2019-11-01,-100.0,83548
2019-11-03,30.0,23204
2019-11-04,-150.0,42485
2019-11-05,-32.5,73104
2019-11-06,62.5,194510
2019-11-07,40.0,190032
2019-11-08,20.0,175747
2019-11-10,57.5,81927
2019-11-11,-117.5,218087
2019-11-12,-152.5,232606
2019-11-13,17.5,191552
2019-11-14,207.5,308902
2019-11-15,125.0,101703
2019-11-17,30.0,78856
2019-11-18,-17.5,228379
2019-11-19,-55.0,182923
2019-11-20,-105.0,212426
2019-11-21,80.0,184265
2019-11-22,260.0,182182
2019-11-24,-7.5,7727
2019-11-25,-275.0,302066
2019-11-26,-140.0,350061
2019-11-27,-417.5,98454
2019-11-28,-232.5,180786
2019-11-29,250.0,102544
2019-12-01,-92.5,59153
2019-12-02,-90.0,709229
2019-12-03,627.5,529126
2019-12-04,60.0,471277
2019-12-05,-70.0,420911
2019-12-06,40.0,287849
2019-12-08,70.0,157151
2019-12-09,220.0,317870
2019-12-10,-55.0,258833
2019-12-11,-130.0,241795
2019-12-12,0.0,238183
2019-12-13,7.5,231577
2019-12-15,45.0,4325
2019-12-16,-207.5,238660
2019-12-17,20.0,313049
2019-12-18,85.0,464953
2019-12-19,-375.0,455029
2019-12-20,90.0,389662
2019-12-22,-12.5,36628
2019-12-23,122.5,368379
2019-12-24,60.0,369755
2019-12-25,-135.0,56536
2019-12-26,-442.5,595729
2019-12-27,537.5,446583
2019-12-29,100.0,103248
2019-12-30,122.5,451623
2019-12-31,-67.5,189109
2020-01-01,345.0,293423
2020-01-02,-552.5,390691
2020-01-03,-110.0,515601
2020-01-05,15.0,110790
2020-01-06,545.0,601298
2020-01-07,-225.0,358703
2020-01-08,-455.0,754237
2020-01-09,342.5,719269
2020-01-10,-535.0,560121
2020-01-12,-75.0,207856
2020-01-13,-267.5,522620
2020-01-14,-227.5,621925
2020-01-15,-50.0,542639
2020-01-16,-140.0,476137
2020-01-17,510.0,403649
2020-01-19,60.0,130474
2020-01-20,150.0,271798
2020-01-21,242.5,243856
2020-01-22,-357.5,291339
2020-01-23,32.5,249814
2020-01-24,-62.5,222570
2020-01-26,-155.0,19793
2020-01-27,122.5,218276
2020-01-28,-85.0,194462
2020-01-29,20.0,221806
2020-01-30,-157.5,302885
2020-01-31,-97.5,98482
2020-02-02,-12.5,63850
2020-02-03,-42.5,117744
2020-02-04,-50.0,83473
2020-02-05,162.5,181468
2020-02-06,-102.5,227094
2020-02-07,-87.5,117566
2020-02-09,190.0,169950
2020-02-10,-30.0,262257
2020-02-11,-227.5,210708
2020-02-12,212.5,196632
2020-02-13,-122.5,172893
2020-02-14,-97.5,156545
2020-02-16,-30.0,5250
2020-02-17,120.0,160896
2020-02-18,82.5,223222
2020-02-19,125.0,182709
2020-02-20,-507.5,148586
2020-02-21,5.0,105485
2020-02-23,-97.5,27302
2020-02-24,95.0,95419
2020-02-25,30.0,326475
2020-02-26,25.0,208654
2020-02-27,77.5,247545
2020-02-28,-115.0,126033
2020-03-01,15.0,107515
2020-03-02,-57.5,168826
2020-03-03,-100.0,201931
2020-03-04,-92.5,207556
2020-03-05,242.5,207998
2020-03-06,-112.5,143168
2020-03-08,-132.5,65567
2020-03-09,67.5,183443
2020-03-10,-292.5,366461
2020-03-11,12.5,202627
2020-03-12,202.5,163512
2020-03-13,-32.5,126856
2020-03-15,-55.0,17606
2020-03-16,27.5,291354
2020-03-17,437.5,377800
2020-03-18,222.5,302255
2020-03-19,122.5,281594
2020-03-20,202.5,155358
2020-03-22,-120.0,49574
2020-03-23,85.0,171416
2020-03-24,-22.5,198765
2020-03-25,92.5,199999
2020-03-26,-75.0,239886
2020-03-27,-35.0,169530
2020-03-29,147.5,208499
2020-03-30,-200.0,348579
2020-03-31,125.0,264836
2020-04-01,-180.0,227367
2020-04-02,-212.5,214862
2020-04-03,-27.5,253159
2020-04-05,-77.5,49974
2020-04-06,-20.0,357391
2020-04-07,-25.0,195113
2020-04-08,-12.5,80855
2020-04-09,97.5,34593
2020-04-12,-122.5,8012
2020-04-13,-7.5,247152
2020-04-14,217.5,192488
2020-04-15,562.5,375755
2020-04-16,265.0,423894
2020-04-17,887.5,400169
2020-04-19,255.0,364554
2020-04-20,172.5,796171
2020-04-21,427.5,593002
2020-04-22,117.5,465027
2020-04-23,-342.5,462036
2020-04-24,220.0,407062
2020-04-26,-190.0,240667
2020-04-27,-202.5,602707
2020-04-28,-572.5,745050
2020-04-29,97.5,485434
2020-04-30,352.5,457611
2020-05-01,-40.0,242298
2020-05-03,-130.0,15329
2020-05-04,-112.5,518899
2020-05-05,-670.0,642807
2020-05-06,27.5,653104
2020-05-07,247.5,290819
2020-05-08,227.5,247782
2020-05-10,-7.5,8755
2020-05-11,-362.5,304775
2020-05-12,-327.5,396863
2020-05-13,235.0,455407
2020-05-14,-135.0,401183
2020-05-15,-165.0,261624
2020-05-17,87.5,126885
2020-05-18,-112.5,395887
2020-05-19,80.0,351488
2020-05-20,-112.5,366873
2020-05-21,-177.5,426414
2020-05-22,-115.0,196646
2020-05-24,0.0,120957
2020-05-25,505.0,325310
2020-05-26,-285.0,306894
2020-05-27,32.5,260184
2020-05-28,-172.5,317219
2020-05-29,-32.5,223209
2020-05-31,-55.0,15286
2020-06-01,262.5,236219
2020-06-02,182.5,277991
2020-06-03,-75.0,268849
2020-06-04,445.0,386940
2020-06-05,262.5,238130
2020-06-07,-242.5,144155
2020-06-08,-50.0,287196
2020-06-09,2.5,268065
2020-06-10,-162.5,292595
2020-06-11,45.0,411409
2020-06-12,-167.5,136809
2020-06-14,45.0,210347
2020-06-15,-200.0,340602
2020-06-16,-87.5,231613
2020-06-17,-97.5,216431
2020-06-18,285.0,190465
2020-06-19,162.5,183700
2020-06-21,-140.0,44590
2020-06-22,-137.5,262659
2020-06-23,492.5,440790
2020-06-24,5.0,286210
2020-06-25,-187.5,275157
2020-06-26,55.0,195192
2020-06-28,-147.5,14914
2020-06-29,-335.0,334277
2020-06-30,102.5,263924
2020-07-01,125.0,203414
2020-07-02,-115.0,338886
2020-07-03,342.5,41064
2020-07-05,27.5,14627
2020-07-06,-270.0,81331
2020-07-07,123.0,91011
2020-07-08,270.0,87449
2020-07-09,118.0,77341
2020-07-10,116.0,64681
2020-07-12,-25.0,126434
2020-07-13,300.0,310310
2020-07-14,212.0,212544
2020-07-15,-99.0,171504
2020-07-16,-105.0,217066
2020-07-17,213.0,211384
2020-07-19,148.0,13011
2020-07-20,-251.0,242309
2020-07-21,-41.0,255412
2020-07-22,122.0,286983
2020-07-23,69.0,269723
2020-07-24,-292.0,216334
2020-07-26,-67.0,16592
2020-07-27,-130.0,199796
2020-07-28,-43.0,150212
2020-07-29,269.0,389588
2020-07-30,-146.0,321898
2020-07-31,178.0,149167
2020-08-02,19.0,102630
2020-08-03,238.0,325029
2020-08-04,447.0,341507
2020-08-05,-52.0,296330
2020-08-06,227.0,360153
2020-08-07,-52.0,267405
2020-08-09,-109.0,106058
2020-08-10,-134.0,274174
2020-08-11,-247.0,325259
2020-08-12,108.0,231758
2020-08-13,-51.0,216906
2020-08-14,122.0,212888
2020-08-16,-46.0,10833
2020-08-17,318.0,240230
2020-08-18,228.0,267307
