DateTime,Diff,Inc Vol
2019-10-24,-20,64494
2019-10-25,-55,55713
2019-10-27,-100,12323
2019-10-28,-320,98704
2019-10-29,85,131004
2019-10-30,105,77002
2019-10-31,-130,86644
2019-11-01,10,37569
2019-11-03,50,22123
2019-11-04,-120,55328
2019-11-05,-80,59478
2019-11-06,200,70615
2019-11-07,-160,120899
2019-11-08,-45,94476
2019-11-10,135,24922
2019-11-11,110,73041
2019-11-12,85,66816
2019-11-13,-160,55188
2019-11-14,100,60283
2019-11-15,-360,44536
2019-11-17,10,5327
2019-11-18,260,48675
2019-11-19,-55,175372
2019-11-20,-255,70486
2019-11-21,10,56492
2019-11-22,-30,35424
2019-11-24,-120,26437
2019-11-25,105,58855
2019-11-26,-90,53777
2019-11-27,55,27395
2019-11-28,0,12099
2019-11-29,120,28778
2019-12-01,10,1420
2019-12-02,-110,45076
2019-12-03,-80,61212
2019-12-04,-65,12295
2019-12-05,-150,23011
2019-12-06,-540,28220
2019-12-08,-50,29426
2019-12-09,25,123564
2019-12-10,-40,193133
2019-12-11,215,124273
2019-12-12,235,94040
2019-12-13,-5,32346
2019-12-15,-25,2475
2019-12-16,-55,71295
2019-12-17,100,74010
2019-12-18,-115,56311
2019-12-19,-115,53997
2019-12-20,-5,37848
2019-12-22,-15,3938
2019-12-23,-245,78330
2019-12-24,120,62460
2019-12-25,-20,8940
2019-12-26,-235,91274
2019-12-27,170,44212
2019-12-29,-100,16380
2019-12-30,-65,123435
2019-12-31,95,95839
2020-01-01,-25,17600
2020-01-02,-290,93653
2020-01-03,-120,127539
2020-01-05,390,52089
2020-01-06,-30,176288
2020-01-07,170,122194
2020-01-08,220,109602
2020-01-09,400,157319
2020-01-10,-95,70499
2020-01-12,-10,36395
2020-01-13,-165,115087
2020-01-14,505,34618
2020-01-15,75,87761
2020-01-16,-195,93713
2020-01-17,-105,77564
2020-01-19,-55,10177
2020-01-20,-80,76114
2020-01-21,-260,94821
2020-01-22,310,100186
2020-01-23,-10,128494
2020-01-24,-10,99922
2020-01-26,-135,22151
2020-01-27,-160,69871
2020-01-28,-195,239363
2020-01-29,155,284387
2020-01-30,-870,256939
2020-01-31,-490,282783
2020-02-02,1250,97117
2020-02-03,-140,252951
2020-02-04,155,225581
2020-02-05,-185,142607
2020-02-06,-555,157064
2020-02-07,-235,177101
2020-02-09,-390,80208
2020-02-10,690,224752
2020-02-11,-270,196653
2020-02-12,-2195,137912
2020-02-13,-55,354793
2020-02-14,390,176693
2020-02-16,-185,42449
2020-02-17,-70,209695
2020-02-18,-230,190056
2020-02-19,-455,196238
2020-02-20,450,48650
2020-02-21,965,167387
2020-02-23,135,27652
2020-02-24,1185,177097
2020-02-25,-790,184817
2020-02-26,270,155322
2020-02-27,-375,129467
2020-02-28,295,74034
2020-03-01,-310,52438
2020-03-02,-1200,133286
2020-03-03,100,113009
2020-03-04,-320,101749
2020-03-05,585,112396
2020-03-06,935,90218
2020-03-08,430,25316
2020-03-09,-805,119954
2020-03-10,65,99177
2020-03-11,-245,46482
2020-03-12,-240,44749
2020-03-13,610,67405
2020-03-15,-65,5611
2020-03-16,-45,60596
2020-03-17,290,75044
2020-03-18,-25,82319
2020-03-19,-160,62804
2020-03-20,-355,47282
2020-03-22,-85,26605
2020-03-23,415,73419
2020-03-24,-70,64098
2020-03-25,255,61363
2020-03-26,245,56845
2020-03-27,195,23970
2020-03-29,155,3881
2020-03-30,-265,92658
2020-03-31,-30,68926
2020-04-01,90,22862
2020-04-02,80,17050
2020-04-03,-260,10951
2020-04-05,-140,4646
2020-04-06,350,62948
2020-04-07,260,78372
2020-04-08,-180,78444
2020-04-09,-115,38732
2020-04-12,-35,28626
2020-04-13,-70,89754
2020-04-14,225,115969
2020-04-15,100,71463
2020-04-16,-65,77963
2020-04-17,-60,39590
2020-04-19,0,19090
2020-04-20,-185,63661
2020-04-21,-80,68322
2020-04-22,200,52159
2020-04-23,275,80967
2020-04-24,170,77936
2020-04-26,-20,15350
2020-04-27,430,102963
2020-04-28,305,106493
2020-04-29,-60,84585
2020-04-30,-115,97704
2020-05-01,225,56157
2020-05-03,-240,49108
2020-05-04,-95,94468
2020-05-05,-10,94540
2020-05-06,-245,82149
2020-05-07,-95,53335
2020-05-08,-260,42062
2020-05-10,-125,19793
2020-05-11,-120,133558
2020-05-12,-295,128359
2020-05-13,555,122665
2020-05-14,0,75941
2020-05-15,-105,67840
2020-05-17,-50,3875
2020-05-18,-225,68789
2020-05-19,-385,98907
2020-05-20,-405,67338
2020-05-21,-280,74860
2020-05-22,100,49432
2020-05-24,95,24623
2020-05-25,-260,49449
2020-05-26,-25,86622
2020-05-27,-175,70987
2020-05-28,-60,74612
2020-05-29,-10,45135
2020-05-31,65,18803
2020-06-01,460,72087
2020-06-02,-55,64651
2020-06-03,-555,74339
2020-06-04,-55,78919
2020-06-05,-180,73504
2020-06-07,10,9746
2020-06-08,-135,72280
2020-06-09,-320,74613
2020-06-10,85,98640
2020-06-11,-255,74171
2020-06-12,80,31569
2020-06-14,-150,30270
2020-06-15,-15,64996
2020-06-16,-395,61723
2020-06-17,-60,31404
2020-06-18,-245,21855
2020-06-19,305,52625
2020-06-21,30,9927
2020-06-22,-5,61065
2020-06-23,-185,56567
2020-06-24,-300,69820
2020-06-25,-300,116203
2020-06-26,380,80590
2020-06-28,85,11675
2020-06-29,265,76005
2020-06-30,-120,63276
2020-07-01,-285,64276
2020-07-02,-110,42186
2020-07-03,-185,7008
2020-07-05,155,15905
2020-07-06,205,92600
2020-07-07,635,85556
2020-07-08,-80,79571
2020-07-09,-465,75950
2020-07-10,30,37041
2020-07-12,255,28472
2020-07-13,85,55744
2020-07-14,-215,65562
2020-07-15,-155,61983
2020-07-16,35,49571
2020-07-17,285,59398
2020-07-19,-65,9235
2020-07-20,-100,44106
2020-07-21,0,50775
2020-07-22,-195,129548
2020-07-23,-225,96448
2020-07-24,0,45694
2020-07-26,-115,15601
2020-07-27,130,71161
